x-axis,2,4
second,Volt,Volt
-25.00000E-06,+312.50000000E-03,+13.59375000000E+00
-24.95000E-06,+312.50000000E-03,+11.87500000000E+00
-24.90000E-06,+312.50000000E-03,+10.62500000000E+00
-24.85000E-06,+312.50000000E-03,+9.37500000000E+00
-24.80000E-06,+312.50000000E-03,+8.12500000000E+00
-24.75000E-06,+468.75000000E-03,+7.34375000000E+00
-24.70000E-06,+312.50000000E-03,+6.40625000000E+00
-24.65000E-06,+312.50000000E-03,+5.78125000000E+00
-24.60000E-06,+312.50000000E-03,+5.15625000000E+00
-24.55000E-06,+156.25000000E-03,+4.53125000000E+00
-24.50000E-06,+312.50000000E-03,+4.06250000000E+00
-24.45000E-06,+781.25000000E-03,+3.90625000000E+00
-24.40000E-06,+1.87500000000E+00,+3.90625000000E+00
-24.35000E-06,+2.65625000000E+00,+3.75000000000E+00
-24.30000E-06,+3.75000000000E+00,+3.90625000000E+00
-24.25000E-06,+5.46875000000E+00,+3.90625000000E+00
-24.20000E-06,+9.84375000001E+00,+4.06250000000E+00
-24.15000E-06,+27.50000000000E+00,+3.59375000000E+00
-24.10000E-06,+25.78125000000E+00,+3.28125000000E+00
-24.05000E-06,+24.53125000000E+00,+2.65625000000E+00
-24.00000E-06,+24.21875000000E+00,+2.18750000000E+00
-23.95000E-06,+24.37500000000E+00,+1.87500000000E+00
-23.90000E-06,+24.21875000000E+00,+1.56250000000E+00
-23.85000E-06,+24.06250000000E+00,+1.40625000000E+00
-23.80000E-06,+24.06250000000E+00,+1.40625000000E+00
-23.75000E-06,+24.21875000000E+00,+1.09375000000E+00
-23.70000E-06,+24.37500000000E+00,+1.25000000000E+00
-23.65000E-06,+24.06250000000E+00,+1.09375000000E+00
-23.60000E-06,+24.21875000000E+00,+937.50000000E-03
-23.55000E-06,+24.21875000000E+00,+937.50000000E-03
-23.50000E-06,+24.21875000000E+00,+937.50000000E-03
-23.45000E-06,+24.21875000000E+00,+937.50000000E-03
-23.40000E-06,+24.21875000000E+00,+781.25000000E-03
-23.35000E-06,+24.21875000000E+00,+937.50000000E-03
-23.30000E-06,+24.21875000000E+00,+937.50000000E-03
-23.25000E-06,+24.21875000000E+00,+781.25000000E-03
-23.20000E-06,+24.21875000000E+00,+781.25000000E-03
