time	V(vo)	I(Ro)
2.645653687188138e-05	2.392934e+01	4.273097e-01
2.648325838797323e-05	2.392820e+01	4.272893e-01
2.653670142015868e-05	2.392592e+01	4.272486e-01
2.655978060231434e-05	2.392493e+01	4.272310e-01
2.660593896662566e-05	2.392296e+01	4.271957e-01
2.660693896662514e-05	2.392292e+01	4.271950e-01
2.660893896662408e-05	2.392283e+01	4.271935e-01
2.661293896662198e-05	2.392266e+01	4.271904e-01
2.661829682677926e-05	2.392243e+01	4.271863e-01
2.662901254709381e-05	2.392198e+01	4.271781e-01
2.664523522605440e-05	2.392128e+01	4.271658e-01
2.664623522605387e-05	2.392124e+01	4.271650e-01
2.664823522605282e-05	2.392115e+01	4.271635e-01
2.665223522605072e-05	2.392098e+01	4.271604e-01
2.665771299484830e-05	2.392075e+01	4.271562e-01
2.665871299484777e-05	2.392071e+01	4.271555e-01
2.666071299484672e-05	2.392062e+01	4.271539e-01
2.666266666668561e-05	2.392054e+01	4.271525e-01
2.666275932300573e-05	2.392053e+01	4.271524e-01
2.666294463564596e-05	2.392053e+01	4.271522e-01
2.666331526092643e-05	2.392051e+01	4.271520e-01
2.666368892649366e-05	2.392049e+01	4.271517e-01
2.666443625762641e-05	2.392046e+01	4.271511e-01
2.666552511281298e-05	2.392042e+01	4.271503e-01
2.666566666668403e-05	2.392041e+01	4.271502e-01
2.666594977442614e-05	2.392040e+01	4.271500e-01
2.666610045119928e-05	2.392039e+01	4.271499e-01
2.666636531313722e-05	2.392038e+01	4.271497e-01
2.666666666668351e-05	2.392037e+01	4.271494e-01
2.666666817523027e-05	2.392037e+01	4.271494e-01
2.666667119232205e-05	2.392037e+01	4.271494e-01
2.666667722650735e-05	2.392037e+01	4.271494e-01
2.666668929487796e-05	2.392037e+01	4.271494e-01
2.666671343161744e-05	2.392037e+01	4.271494e-01
2.666676170509814e-05	2.392036e+01	4.271494e-01
2.666685825205781e-05	2.392036e+01	4.271493e-01
2.666700283663823e-05	2.392035e+01	4.271491e-01
2.666716598929628e-05	2.392035e+01	4.271490e-01
2.666737350058915e-05	2.392034e+01	4.271489e-01
2.666740573396657e-05	2.392034e+01	4.271488e-01
2.666747020072142e-05	2.392033e+01	4.271488e-01
2.666753773317501e-05	2.392033e+01	4.271488e-01
2.666766666668298e-05	2.392032e+01	4.271486e-01
2.666767956003430e-05	2.392032e+01	4.271486e-01
2.666770534673693e-05	2.392032e+01	4.271486e-01
2.666775692014046e-05	2.392032e+01	4.271486e-01
2.666786006694753e-05	2.392032e+01	4.271485e-01
2.666806636056340e-05	2.392031e+01	4.271483e-01
2.666844945786555e-05	2.392029e+01	4.271480e-01
2.666880430057805e-05	2.392028e+01	4.271478e-01
2.666932605374303e-05	2.392025e+01	4.271474e-01
2.666953860731500e-05	2.392024e+01	4.271472e-01
2.666968839895416e-05	2.392024e+01	4.271471e-01
2.666983983661865e-05	2.392023e+01	4.271470e-01
2.666998530400852e-05	2.392023e+01	4.271469e-01
2.667022999982074e-05	2.392022e+01	4.271467e-01
2.667061623928130e-05	2.392020e+01	4.271464e-01
2.667116729381143e-05	2.392018e+01	4.271460e-01
2.667176105292449e-05	2.392015e+01	4.271455e-01
2.667238034395787e-05	2.392012e+01	4.271451e-01
2.667306507338728e-05	2.392009e+01	4.271445e-01
2.667368593285181e-05	2.392007e+01	4.271441e-01
2.667415006828329e-05	2.392005e+01	4.271437e-01
2.667450751679158e-05	2.392003e+01	4.271434e-01
2.667491137326762e-05	2.392002e+01	4.271431e-01
2.667527902893742e-05	2.392000e+01	4.271429e-01
2.667567918875069e-05	2.391998e+01	4.271425e-01
2.667647950837723e-05	2.391995e+01	4.271419e-01
2.667758798950703e-05	2.391990e+01	4.271411e-01
2.667972239802675e-05	2.391981e+01	4.271395e-01
2.668173301457501e-05	2.391972e+01	4.271379e-01
2.668319866851870e-05	2.391966e+01	4.271368e-01
2.668441191447032e-05	2.391961e+01	4.271359e-01
2.668516143369999e-05	2.391958e+01	4.271353e-01
2.668561852524516e-05	2.391956e+01	4.271350e-01
2.668593114478826e-05	2.391954e+01	4.271347e-01
2.668626211751665e-05	2.391953e+01	4.271345e-01
2.668654066382420e-05	2.391952e+01	4.271342e-01
2.668688783884036e-05	2.391950e+01	4.271340e-01
2.668724297042770e-05	2.391949e+01	4.271337e-01
2.668747050320330e-05	2.391948e+01	4.271336e-01
2.668777352183432e-05	2.391947e+01	4.271333e-01
2.668794176950359e-05	2.391946e+01	4.271332e-01
2.668805221196953e-05	2.391945e+01	4.271331e-01
2.668821464054186e-05	2.391945e+01	4.271330e-01
2.668833941803748e-05	2.391944e+01	4.271329e-01
2.668849564199487e-05	2.391944e+01	4.271328e-01
2.668868372209324e-05	2.391943e+01	4.271326e-01
2.668886107647095e-05	2.391942e+01	4.271325e-01
2.668921578522637e-05	2.391940e+01	4.271322e-01
2.668968499756202e-05	2.391938e+01	4.271319e-01
2.669052440739186e-05	2.391935e+01	4.271312e-01
2.669136532010979e-05	2.391931e+01	4.271306e-01
2.669266633763094e-05	2.391926e+01	4.271296e-01
2.669392113434366e-05	2.391920e+01	4.271286e-01
2.669575401681445e-05	2.391912e+01	4.271272e-01
2.669763341996666e-05	2.391904e+01	4.271258e-01
2.670013456781452e-05	2.391894e+01	4.271239e-01
2.670315669675224e-05	2.391881e+01	4.271216e-01
2.670716111840589e-05	2.391864e+01	4.271185e-01
2.671316864475727e-05	2.391838e+01	4.271140e-01
2.672161359562435e-05	2.391802e+01	4.271075e-01
2.673850349735850e-05	2.391730e+01	4.270946e-01
2.677228330082854e-05	2.391586e+01	4.270689e-01
2.680367422837338e-05	2.391452e+01	4.270449e-01
2.682674835850947e-05	2.391353e+01	4.270273e-01
2.684282065226924e-05	2.391284e+01	4.270151e-01
2.685485429376570e-05	2.391233e+01	4.270059e-01
2.686470247701550e-05	2.391191e+01	4.269984e-01
2.687419623723444e-05	2.391151e+01	4.269912e-01
2.688411221053559e-05	2.391108e+01	4.269837e-01
2.689354664643304e-05	2.391068e+01	4.269765e-01
2.690358584099203e-05	2.391026e+01	4.269688e-01
2.692217916209182e-05	2.390946e+01	4.269547e-01
2.694538082995482e-05	2.390847e+01	4.269370e-01
2.697527791228546e-05	2.390720e+01	4.269143e-01
2.700182388446978e-05	2.390607e+01	4.268942e-01
2.703052358641808e-05	2.390486e+01	4.268725e-01
2.706095959752880e-05	2.390358e+01	4.268496e-01
2.709588873076908e-05	2.390211e+01	4.268233e-01
2.711446267557836e-05	2.390133e+01	4.268094e-01
2.712556909270115e-05	2.390086e+01	4.268011e-01
2.713212548676076e-05	2.390059e+01	4.267963e-01
2.713620003658331e-05	2.390042e+01	4.267932e-01
2.713898900125883e-05	2.390031e+01	4.267912e-01
2.714076324009974e-05	2.390023e+01	4.267899e-01
2.714193314290979e-05	2.390019e+01	4.267890e-01
2.714269207304380e-05	2.390016e+01	4.267885e-01
2.714319636927878e-05	2.390014e+01	4.267882e-01
2.714365924318986e-05	2.390012e+01	4.267879e-01
2.714421647095032e-05	2.390010e+01	4.267875e-01
2.714475794579445e-05	2.390009e+01	4.267873e-01
2.714549368002840e-05	2.390007e+01	4.267870e-01
2.714644956636030e-05	2.390007e+01	4.267869e-01
2.714824110733489e-05	2.390009e+01	4.267874e-01
2.715057755551566e-05	2.390018e+01	4.267890e-01
2.715348892717503e-05	2.390035e+01	4.267920e-01
2.715624648768310e-05	2.390054e+01	4.267954e-01
2.715977097306026e-05	2.390080e+01	4.268000e-01
2.716462965690093e-05	2.390116e+01	4.268065e-01
2.717434702458055e-05	2.390189e+01	4.268194e-01
2.719378175994151e-05	2.390335e+01	4.268455e-01
2.721230551878603e-05	2.390474e+01	4.268703e-01
2.723430351008783e-05	2.390639e+01	4.268999e-01
2.725816300906507e-05	2.390819e+01	4.269319e-01
2.728356634091808e-05	2.391010e+01	4.269660e-01
2.731078349555230e-05	2.391214e+01	4.270025e-01
2.734173028563942e-05	2.391446e+01	4.270440e-01
2.737724224978824e-05	2.391712e+01	4.270914e-01
2.742023331940568e-05	2.392033e+01	4.271487e-01
2.747302970591663e-05	2.392425e+01	4.272187e-01
2.754279248269424e-05	2.392940e+01	4.273108e-01
2.763633164284962e-05	2.393626e+01	4.274333e-01
2.777167666158029e-05	2.394609e+01	4.276087e-01
2.796041052425743e-05	2.395960e+01	4.278499e-01
2.820041052425774e-05	2.397647e+01	4.281513e-01
2.844041052425805e-05	2.399301e+01	4.284466e-01
2.868041052425836e-05	2.400919e+01	4.287355e-01
2.892041052425867e-05	2.402501e+01	4.290181e-01
2.916041052425898e-05	2.404047e+01	4.292942e-01
2.940041052425929e-05	2.405558e+01	4.295639e-01
2.964041052425960e-05	2.407033e+01	4.298273e-01
2.988041052425991e-05	2.408471e+01	4.300842e-01
3.012041052426022e-05	2.409875e+01	4.303347e-01
3.060041052426084e-05	2.412573e+01	4.308167e-01
3.132041052426177e-05	2.416352e+01	4.314915e-01
3.173183909569087e-05	2.418367e+01	4.318512e-01
3.214326766711997e-05	2.420276e+01	4.321922e-01
3.255469623854907e-05	2.422081e+01	4.325145e-01
3.296612480997817e-05	2.423781e+01	4.328181e-01
3.337755338140728e-05	2.425377e+01	4.331030e-01
3.378898195283638e-05	2.426868e+01	4.333693e-01
3.420041052426548e-05	2.428254e+01	4.336168e-01
3.434433333335089e-05	2.428719e+01	4.336998e-01
3.434533333335037e-05	2.428722e+01	4.337004e-01
3.434733333334931e-05	2.428728e+01	4.337015e-01
3.435133333334721e-05	2.428741e+01	4.337038e-01
3.435933333334300e-05	2.428766e+01	4.337083e-01
3.437533333333458e-05	2.428816e+01	4.337172e-01
3.440733333331773e-05	2.428916e+01	4.337350e-01
3.447133333328405e-05	2.429114e+01	4.337704e-01
3.447233333328352e-05	2.429117e+01	4.337709e-01
3.447433333328247e-05	2.429123e+01	4.337720e-01
3.447833333328036e-05	2.429136e+01	4.337742e-01
3.448633333327615e-05	2.429160e+01	4.337786e-01
3.450233333326773e-05	2.429209e+01	4.337873e-01
3.453433333325089e-05	2.429306e+01	4.338047e-01
3.453533333325036e-05	2.429309e+01	4.338052e-01
3.453733333324931e-05	2.429315e+01	4.338063e-01
3.454133333324720e-05	2.429327e+01	4.338085e-01
3.454933333324299e-05	2.429352e+01	4.338128e-01
3.456533333323457e-05	2.429400e+01	4.338214e-01
3.456633333323404e-05	2.429403e+01	4.338219e-01
3.456833333323299e-05	2.429409e+01	4.338230e-01
3.457233333323088e-05	2.429421e+01	4.338252e-01
3.457633333335541e-05	2.429433e+01	4.338273e-01
3.457733333335489e-05	2.429436e+01	4.338278e-01
3.457933333335383e-05	2.429442e+01	4.338289e-01
3.458033333335331e-05	2.429445e+01	4.338295e-01
3.458233333335226e-05	2.429451e+01	4.338305e-01
3.458333333335173e-05	2.429454e+01	4.338311e-01
3.458433333335120e-05	2.429457e+01	4.338316e-01
3.458443333335080e-05	2.429457e+01	4.338317e-01
3.458463333335000e-05	2.429458e+01	4.338318e-01
3.458493333335054e-05	2.429459e+01	4.338319e-01
3.458533333335068e-05	2.429460e+01	4.338321e-01
3.458537333335052e-05	2.429460e+01	4.338322e-01
3.458545333335020e-05	2.429460e+01	4.338322e-01
3.458561333334956e-05	2.429461e+01	4.338323e-01
3.458593333335001e-05	2.429462e+01	4.338325e-01
3.458657333335093e-05	2.429464e+01	4.338328e-01
3.458776642923343e-05	2.429467e+01	4.338335e-01
3.459015262099845e-05	2.429474e+01	4.338347e-01
3.459384336753496e-05	2.429486e+01	4.338367e-01
3.459739494258290e-05	2.429496e+01	4.338386e-01
3.460129167757314e-05	2.429508e+01	4.338407e-01
3.460504800658487e-05	2.429519e+01	4.338427e-01
3.460789131495313e-05	2.429528e+01	4.338442e-01
3.460967214432946e-05	2.429533e+01	4.338452e-01
3.461137940423409e-05	2.429538e+01	4.338461e-01
3.461228702437112e-05	2.429541e+01	4.338466e-01
3.461338265606934e-05	2.429544e+01	4.338472e-01
3.461510867571599e-05	2.429549e+01	4.338481e-01
3.461692284112590e-05	2.429555e+01	4.338490e-01
3.461891624329839e-05	2.429561e+01	4.338501e-01
3.462014408211860e-05	2.429564e+01	4.338508e-01
3.462162673645471e-05	2.429569e+01	4.338516e-01
3.462306022253975e-05	2.429573e+01	4.338523e-01
3.462448409038803e-05	2.429578e+01	4.338531e-01
3.462695646853572e-05	2.429585e+01	4.338545e-01
3.463108246965288e-05	2.429598e+01	4.338568e-01
3.463531569620863e-05	2.429612e+01	4.338593e-01
3.464378214931840e-05	2.429640e+01	4.338642e-01
3.465165967169587e-05	2.429665e+01	4.338688e-01
3.465515511569088e-05	2.429673e+01	4.338702e-01
3.465772077732368e-05	2.429667e+01	4.338691e-01
3.465985128163138e-05	2.429639e+01	4.338641e-01
3.466253795192387e-05	2.429559e+01	4.338498e-01
3.466552098629894e-05	2.429419e+01	4.338249e-01
3.466643234014376e-05	2.429368e+01	4.338157e-01
3.466676966097822e-05	2.429352e+01	4.338129e-01
3.466683915962811e-05	2.429351e+01	4.338126e-01
3.466688334557641e-05	2.429350e+01	4.338126e-01
3.466693996455675e-05	2.429350e+01	4.338125e-01
3.466700482569231e-05	2.429350e+01	4.338124e-01
3.466707837648277e-05	2.429349e+01	4.338124e-01
3.466719582012785e-05	2.429349e+01	4.338123e-01
3.466731947569107e-05	2.429348e+01	4.338122e-01
3.466756678681751e-05	2.429347e+01	4.338120e-01
3.466779725038067e-05	2.429346e+01	4.338118e-01
3.466825817750874e-05	2.429344e+01	4.338114e-01
3.466882530021864e-05	2.429341e+01	4.338109e-01
3.466995954564019e-05	2.429336e+01	4.338100e-01
3.467175184224992e-05	2.429328e+01	4.338085e-01
3.467522144923359e-05	2.429312e+01	4.338057e-01
3.468088024840936e-05	2.429287e+01	4.338012e-01
3.468841465306682e-05	2.429253e+01	4.337951e-01
3.469528592555879e-05	2.429222e+01	4.337896e-01
3.470177020953834e-05	2.429193e+01	4.337845e-01
3.470838090740072e-05	2.429164e+01	4.337792e-01
3.471536516500180e-05	2.429133e+01	4.337737e-01
3.472224276088003e-05	2.429102e+01	4.337683e-01
3.472960947363893e-05	2.429070e+01	4.337625e-01
3.473738565346225e-05	2.429036e+01	4.337564e-01
3.474498090818949e-05	2.429003e+01	4.337505e-01
3.475295443702321e-05	2.428968e+01	4.337443e-01
3.476127608969572e-05	2.428932e+01	4.337378e-01
3.476447956483886e-05	2.428918e+01	4.337353e-01
3.476673842133481e-05	2.428908e+01	4.337336e-01
3.476856486922530e-05	2.428900e+01	4.337321e-01
3.477063714299629e-05	2.428891e+01	4.337305e-01
3.477314753289745e-05	2.428880e+01	4.337286e-01
3.477552388935629e-05	2.428870e+01	4.337267e-01
3.477959349724308e-05	2.428852e+01	4.337236e-01
3.478351793094990e-05	2.428835e+01	4.337206e-01
3.479136679836355e-05	2.428801e+01	4.337145e-01
3.479985284366230e-05	2.428764e+01	4.337079e-01
3.480612443127092e-05	2.428737e+01	4.337030e-01
3.480974894120442e-05	2.428721e+01	4.337002e-01
3.481229658442928e-05	2.428710e+01	4.336983e-01
3.481504227150108e-05	2.428698e+01	4.336961e-01
3.481780580888612e-05	2.428686e+01	4.336940e-01
3.482075094054897e-05	2.428674e+01	4.336917e-01
3.482363625846585e-05	2.428661e+01	4.336895e-01
3.482709061353693e-05	2.428646e+01	4.336868e-01
3.483048731259958e-05	2.428631e+01	4.336842e-01
3.483502850929777e-05	2.428612e+01	4.336807e-01
3.483924988055553e-05	2.428593e+01	4.336774e-01
3.484649211407849e-05	2.428562e+01	4.336718e-01
3.485320568040462e-05	2.428533e+01	4.336666e-01
3.485999591724617e-05	2.428503e+01	4.336613e-01
3.486730431259688e-05	2.428472e+01	4.336556e-01
3.487553458982051e-05	2.428436e+01	4.336493e-01
3.488600079155219e-05	2.428391e+01	4.336412e-01
3.489874819622221e-05	2.428335e+01	4.336313e-01
3.491501564178642e-05	2.428265e+01	4.336187e-01
3.493254461637771e-05	2.428189e+01	4.336051e-01
3.493954975702929e-05	2.428158e+01	4.335997e-01
3.494525576727692e-05	2.428134e+01	4.335953e-01
3.495184023293192e-05	2.428105e+01	4.335902e-01
3.495589005440315e-05	2.428088e+01	4.335871e-01
3.496065348013860e-05	2.428067e+01	4.335834e-01
3.496510569369476e-05	2.428048e+01	4.335799e-01
3.497040775708379e-05	2.428025e+01	4.335758e-01
3.497681682824820e-05	2.427997e+01	4.335709e-01
3.498274007864705e-05	2.427971e+01	4.335663e-01
3.499075541666882e-05	2.427936e+01	4.335601e-01
3.499816445796076e-05	2.427904e+01	4.335543e-01
3.500671503754021e-05	2.427867e+01	4.335477e-01
3.501529295989181e-05	2.427830e+01	4.335411e-01
3.502475386962106e-05	2.427789e+01	4.335338e-01
3.503623766513281e-05	2.427739e+01	4.335248e-01
3.504741616511785e-05	2.427691e+01	4.335162e-01
3.506690709144909e-05	2.427606e+01	4.335011e-01
3.508587841913498e-05	2.427524e+01	4.334864e-01
3.512382107450848e-05	2.427360e+01	4.334570e-01
3.516744995252057e-05	2.427170e+01	4.334233e-01
3.525470770854473e-05	2.426792e+01	4.333557e-01
3.535078927171219e-05	2.426376e+01	4.332814e-01
3.548499759691362e-05	2.425794e+01	4.331776e-01
3.562170096352811e-05	2.425202e+01	4.330719e-01
3.581010274888649e-05	2.424387e+01	4.329262e-01
3.600701137727522e-05	2.423534e+01	4.327740e-01
3.624701137727553e-05	2.422496e+01	4.325886e-01
3.648701137727584e-05	2.421458e+01	4.324032e-01
3.672701137727614e-05	2.420420e+01	4.322180e-01
3.696701137727645e-05	2.419383e+01	4.320328e-01
3.720701137727676e-05	2.418347e+01	4.318476e-01
3.744701137727707e-05	2.417311e+01	4.316626e-01
3.768701137727738e-05	2.416275e+01	4.314776e-01
3.792701137727769e-05	2.415239e+01	4.312928e-01
3.816701137727800e-05	2.414205e+01	4.311080e-01
3.840701137727831e-05	2.413170e+01	4.309232e-01
3.864701137727862e-05	2.412136e+01	4.307386e-01
3.888701137727893e-05	2.411103e+01	4.305540e-01
3.912701137727924e-05	2.410069e+01	4.303696e-01
3.936701137727955e-05	2.409037e+01	4.301851e-01
3.960701137727986e-05	2.408005e+01	4.300008e-01
3.984701137728017e-05	2.406973e+01	4.298166e-01
4.008701137728048e-05	2.405941e+01	4.296324e-01
4.032701137728079e-05	2.404911e+01	4.294483e-01
4.056701137728110e-05	2.403880e+01	4.292643e-01
4.104701137728171e-05	2.401821e+01	4.288965e-01
4.152701137728233e-05	2.399763e+01	4.285291e-01
4.200701137728295e-05	2.397707e+01	4.281619e-01
4.248701137728357e-05	2.395652e+01	4.277951e-01
4.272701137728388e-05	2.394626e+01	4.276118e-01
4.296701137728419e-05	2.393600e+01	4.274285e-01
4.309333333335150e-05	2.393060e+01	4.273321e-01
4.309433333335097e-05	2.393056e+01	4.273314e-01
4.309633333335165e-05	2.393047e+01	4.273298e-01
4.309872428166946e-05	2.393037e+01	4.273280e-01
4.310102498923316e-05	2.393027e+01	4.273262e-01
4.310562640435882e-05	2.393007e+01	4.273227e-01
4.311208904046217e-05	2.392980e+01	4.273178e-01
4.312345215006473e-05	2.392931e+01	4.273091e-01
4.314617836926986e-05	2.392834e+01	4.272918e-01
4.319163080768185e-05	2.392640e+01	4.272571e-01
4.324242845652956e-05	2.392423e+01	4.272183e-01
4.324342845652904e-05	2.392418e+01	4.272176e-01
4.324542845652972e-05	2.392410e+01	4.272161e-01
4.324942845652935e-05	2.392393e+01	4.272130e-01
4.325312930796715e-05	2.392377e+01	4.272102e-01
4.326053101084103e-05	2.392345e+01	4.272045e-01
4.327390571518160e-05	2.392288e+01	4.271944e-01
4.329935338905425e-05	2.392180e+01	4.271749e-01
4.330035338905372e-05	2.392175e+01	4.271742e-01
4.330235338905440e-05	2.392167e+01	4.271726e-01
4.330635338905403e-05	2.392150e+01	4.271696e-01
4.331005174981403e-05	2.392134e+01	4.271668e-01
4.331744847133404e-05	2.392102e+01	4.271611e-01
4.331997788266199e-05	2.392092e+01	4.271592e-01
4.332503670531791e-05	2.392070e+01	4.271553e-01
4.332603670531739e-05	2.392066e+01	4.271546e-01
4.332803670531807e-05	2.392057e+01	4.271531e-01
4.332957213562180e-05	2.392051e+01	4.271519e-01
4.333044246304305e-05	2.392047e+01	4.271512e-01
4.333159267850932e-05	2.392042e+01	4.271503e-01
4.333233333335233e-05	2.392039e+01	4.271498e-01
4.333333333335181e-05	2.392035e+01	4.271490e-01
4.333333553477141e-05	2.392035e+01	4.271490e-01
4.333333993761061e-05	2.392035e+01	4.271490e-01
4.333334874328729e-05	2.392034e+01	4.271490e-01
4.333336635464063e-05	2.392034e+01	4.271490e-01
4.333340157734733e-05	2.392034e+01	4.271490e-01
4.333347202276246e-05	2.392034e+01	4.271489e-01
4.333361291359271e-05	2.392033e+01	4.271488e-01
4.333377245164909e-05	2.392033e+01	4.271487e-01
4.333395544650100e-05	2.392032e+01	4.271486e-01
4.333409103101857e-05	2.392031e+01	4.271484e-01
4.333433333335128e-05	2.392030e+01	4.271483e-01
4.333435756358542e-05	2.392030e+01	4.271482e-01
4.333440602405196e-05	2.392030e+01	4.271482e-01
4.333450294498505e-05	2.392029e+01	4.271481e-01
4.333469678685122e-05	2.392029e+01	4.271480e-01
4.333505734008605e-05	2.392027e+01	4.271477e-01
4.333541157644505e-05	2.392026e+01	4.271474e-01
4.333590361973831e-05	2.392023e+01	4.271471e-01
4.333617576673422e-05	2.392022e+01	4.271469e-01
4.333632969578949e-05	2.392022e+01	4.271467e-01
4.333647411801020e-05	2.392021e+01	4.271466e-01
4.333661667505102e-05	2.392020e+01	4.271465e-01
4.333682457955366e-05	2.392019e+01	4.271463e-01
4.333721957560863e-05	2.392018e+01	4.271460e-01
4.333778469362004e-05	2.392015e+01	4.271456e-01
4.333839965329350e-05	2.392013e+01	4.271452e-01
4.333903636445473e-05	2.392010e+01	4.271447e-01
4.333971847342473e-05	2.392007e+01	4.271441e-01
4.334033829851702e-05	2.392005e+01	4.271437e-01
4.334080941824359e-05	2.392002e+01	4.271433e-01
4.334116550969332e-05	2.392001e+01	4.271430e-01
4.334157089424910e-05	2.391999e+01	4.271427e-01
4.334193409627485e-05	2.391998e+01	4.271424e-01
4.334233228935926e-05	2.391996e+01	4.271421e-01
4.334312867552807e-05	2.391993e+01	4.271415e-01
4.334426365583052e-05	2.391988e+01	4.271407e-01
4.334636690095026e-05	2.391979e+01	4.271391e-01
4.334838351604912e-05	2.391970e+01	4.271375e-01
4.334985136147940e-05	2.391964e+01	4.271364e-01
4.335106860310113e-05	2.391959e+01	4.271355e-01
4.335182270679729e-05	2.391956e+01	4.271349e-01
4.335228233516043e-05	2.391953e+01	4.271346e-01
4.335259548068557e-05	2.391952e+01	4.271343e-01
4.335292678591535e-05	2.391951e+01	4.271341e-01
4.335320228358169e-05	2.391950e+01	4.271339e-01
4.335355018271134e-05	2.391948e+01	4.271336e-01
4.335390481015680e-05	2.391947e+01	4.271333e-01
4.335413383095219e-05	2.391946e+01	4.271331e-01
4.335444007116593e-05	2.391944e+01	4.271329e-01
4.335460772493874e-05	2.391944e+01	4.271328e-01
4.335471893625147e-05	2.391943e+01	4.271327e-01
4.335488245631701e-05	2.391942e+01	4.271326e-01
4.335500694932840e-05	2.391942e+01	4.271325e-01
4.335516607464028e-05	2.391941e+01	4.271324e-01
4.335535546563969e-05	2.391940e+01	4.271322e-01
4.335553399994509e-05	2.391940e+01	4.271321e-01
4.335589106855761e-05	2.391938e+01	4.271318e-01
4.335637756944059e-05	2.391936e+01	4.271314e-01
4.335720175140979e-05	2.391932e+01	4.271308e-01
4.335805934960711e-05	2.391929e+01	4.271302e-01
4.335934416728471e-05	2.391923e+01	4.271292e-01
4.336062188985135e-05	2.391918e+01	4.271282e-01
4.336243378954933e-05	2.391910e+01	4.271268e-01
4.336434117401498e-05	2.391902e+01	4.271254e-01
4.336682222333237e-05	2.391891e+01	4.271235e-01
4.336988311859184e-05	2.391878e+01	4.271211e-01
4.337387279855845e-05	2.391861e+01	4.271181e-01
4.337994759058723e-05	2.391835e+01	4.271134e-01
4.338841357906173e-05	2.391799e+01	4.271070e-01
4.340534555601246e-05	2.391727e+01	4.270941e-01
4.343920950991217e-05	2.391582e+01	4.270683e-01
4.347060274219848e-05	2.391448e+01	4.270443e-01
4.349360902934987e-05	2.391350e+01	4.270268e-01
4.350963257137956e-05	2.391282e+01	4.270146e-01
4.352163379318409e-05	2.391230e+01	4.270054e-01
4.353146687193464e-05	2.391188e+01	4.269979e-01
4.354098282228006e-05	2.391148e+01	4.269907e-01
4.355087849221284e-05	2.391106e+01	4.269831e-01
4.356046430609856e-05	2.391065e+01	4.269759e-01
4.357057650878141e-05	2.391022e+01	4.269682e-01
4.358992433913834e-05	2.390939e+01	4.269535e-01
4.361384915180407e-05	2.390837e+01	4.269353e-01
4.364272379530666e-05	2.390715e+01	4.269134e-01
4.366932177821484e-05	2.390602e+01	4.268932e-01
4.369778029011950e-05	2.390481e+01	4.268717e-01
4.372884186872386e-05	2.390350e+01	4.268483e-01
4.376421313944182e-05	2.390201e+01	4.268217e-01
4.378304236075069e-05	2.390122e+01	4.268076e-01
4.379428402426222e-05	2.390075e+01	4.267992e-01
4.380087760090697e-05	2.390048e+01	4.267943e-01
4.380478998000648e-05	2.390032e+01	4.267914e-01
4.380714453334870e-05	2.390022e+01	4.267897e-01
4.380858362677646e-05	2.390017e+01	4.267887e-01
4.380946929451006e-05	2.390013e+01	4.267880e-01
4.380998892571444e-05	2.390011e+01	4.267877e-01
4.381048105771973e-05	2.390009e+01	4.267874e-01
4.381103756311705e-05	2.390008e+01	4.267871e-01
4.381166456161184e-05	2.390006e+01	4.267868e-01
4.381251784276244e-05	2.390005e+01	4.267867e-01
4.381385933597583e-05	2.390006e+01	4.267868e-01
4.381654232240260e-05	2.390015e+01	4.267883e-01
4.381921360853760e-05	2.390029e+01	4.267908e-01
4.382228149634945e-05	2.390049e+01	4.267945e-01
4.382539463438674e-05	2.390072e+01	4.267986e-01
4.382990831670180e-05	2.390105e+01	4.268045e-01
4.383893568133367e-05	2.390173e+01	4.268166e-01
4.385699041059565e-05	2.390308e+01	4.268408e-01
4.387600117263142e-05	2.390451e+01	4.268662e-01
4.389703106191627e-05	2.390609e+01	4.268945e-01
4.392111798703219e-05	2.390790e+01	4.269269e-01
4.394574400491506e-05	2.390976e+01	4.269599e-01
4.397309852894812e-05	2.391181e+01	4.269966e-01
4.400286207607677e-05	2.391405e+01	4.270365e-01
4.403816491951526e-05	2.391669e+01	4.270837e-01
4.407902662405087e-05	2.391974e+01	4.271381e-01
4.413104689338608e-05	2.392360e+01	4.272072e-01
4.419615725251638e-05	2.392842e+01	4.272932e-01
4.428760373697584e-05	2.393513e+01	4.274131e-01
4.441121193432887e-05	2.394412e+01	4.275737e-01
4.459644676367211e-05	2.395741e+01	4.278109e-01
4.483644676367242e-05	2.397433e+01	4.281130e-01
4.507644676367273e-05	2.399091e+01	4.284092e-01
4.531644676367304e-05	2.400714e+01	4.286989e-01
4.555644676367335e-05	2.402301e+01	4.289823e-01
4.579644676367366e-05	2.403852e+01	4.292592e-01
4.603644676367397e-05	2.405367e+01	4.295297e-01
4.627644676367428e-05	2.406846e+01	4.297939e-01
4.651644676367458e-05	2.408289e+01	4.300516e-01
4.675644676367489e-05	2.409697e+01	4.303030e-01
4.723644676367551e-05	2.412404e+01	4.307865e-01
4.795644676367644e-05	2.416197e+01	4.314638e-01
4.833358962081979e-05	2.418055e+01	4.317956e-01
4.871073247796313e-05	2.419825e+01	4.321117e-01
4.908787533510647e-05	2.421507e+01	4.324119e-01
4.946501819224982e-05	2.423100e+01	4.326964e-01
4.984216104939316e-05	2.424605e+01	4.329652e-01
5.021930390653650e-05	2.426022e+01	4.332182e-01
