x-axis,1,2,4
second,Volt,Volt,Volt
-11.72000E-06,+218.75000000E-03,+17.34375000000E+00,+62.50000000E-03
-11.67000E-06,+62.50000000E-03,+17.18750000000E+00,-93.75000000E-03
-11.62000E-06,+0.0E+00,+17.31250000000E+00,-156.25000000E-03
-11.57000E-06,+0.0E+00,+17.34375000000E+00,-156.25000000E-03
-11.52000E-06,+187.50000000E-03,+17.28125000000E+00,-156.25000000E-03
-11.47000E-06,+125.00000000E-03,+17.28125000000E+00,-62.50000000E-03
-11.42000E-06,+93.75000000E-03,+17.18750000000E+00,-93.75000000E-03
-11.37000E-06,+62.50000000E-03,+17.21875000000E+00,-156.25000000E-03
-11.32000E-06,+187.50000000E-03,+17.28125000000E+00,-62.50000000E-03
-11.27000E-06,+218.75000000E-03,+17.18750000000E+00,-93.75000000E-03
-11.22000E-06,+62.50000000E-03,+17.21875000000E+00,-156.25000000E-03
-11.17000E-06,+93.75000000E-03,+17.37500000000E+00,-62.50000000E-03
-11.12000E-06,+156.25000000E-03,+17.34375000000E+00,-93.75000000E-03
-11.07000E-06,+156.25000000E-03,+17.18750000000E+00,-156.25000000E-03
-11.02000E-06,+156.25000000E-03,+17.21875000000E+00,-156.25000000E-03
-10.97000E-06,+156.25000000E-03,+17.28125000000E+00,-62.50000000E-03
-10.92000E-06,+156.25000000E-03,+17.28125000000E+00,+0.0E+00
-10.87000E-06,+62.50000000E-03,+17.28125000000E+00,-93.75000000E-03
-10.82000E-06,+93.75000000E-03,+17.28125000000E+00,-156.25000000E-03
-10.77000E-06,+156.25000000E-03,+17.37500000000E+00,-62.50000000E-03
-10.72000E-06,+156.25000000E-03,+17.43750000000E+00,+0.0E+00
-10.67000E-06,+156.25000000E-03,+17.25000000000E+00,-93.75000000E-03
-10.62000E-06,+156.25000000E-03,+17.21875000000E+00,-156.25000000E-03
-10.57000E-06,+156.25000000E-03,+17.37500000000E+00,-156.25000000E-03
-10.52000E-06,+156.25000000E-03,+17.34375000000E+00,-62.50000000E-03
-10.47000E-06,+156.25000000E-03,+17.28125000000E+00,-93.75000000E-03
-10.42000E-06,+156.25000000E-03,+17.18750000000E+00,-62.50000000E-03
-10.37000E-06,+156.25000000E-03,+17.31250000000E+00,+0.0E+00
-10.32000E-06,+156.25000000E-03,+17.34375000000E+00,-93.75000000E-03
-10.27000E-06,+62.50000000E-03,+17.28125000000E+00,-62.50000000E-03
-10.22000E-06,+0.0E+00,+17.28125000000E+00,-93.75000000E-03
-10.17000E-06,+93.75000000E-03,+17.28125000000E+00,-156.25000000E-03
-10.12000E-06,+250.00000000E-03,+17.28125000000E+00,-156.25000000E-03
-10.07000E-06,+218.75000000E-03,+17.28125000000E+00,-156.25000000E-03
-10.02000E-06,+156.25000000E-03,+17.28125000000E+00,-156.25000000E-03
