x-axis,4,MATH
second,Volt,Volt
+5.75000E-06,-187.50000000E-03,+3.28125000000E+00
+5.80000E-06,-187.50000000E-03,+3.28125000000E+00
+5.85000E-06,-31.25000000E-03,+3.28125000000E+00
+5.90000E-06,-187.50000000E-03,+3.28125000000E+00
+5.95000E-06,-31.25000000E-03,+3.28125000000E+00
+6.00000E-06,-187.50000000E-03,+3.28125000000E+00
+6.05000E-06,-187.50000000E-03,+3.28125000000E+00
+6.10000E-06,-187.50000000E-03,+3.28125000000E+00
+6.15000E-06,-187.50000000E-03,+3.28125000000E+00
+6.20000E-06,-343.75000000E-03,+3.28125000000E+00
+6.25000E-06,-187.50000000E-03,+3.28125000000E+00
+6.30000E-06,-187.50000000E-03,+3.28125000000E+00
+6.35000E-06,-187.50000000E-03,+3.28125000000E+00
+6.40000E-06,-187.50000000E-03,+3.28125000000E+00
+6.45000E-06,-31.25000000E-03,+3.28125000000E+00
+6.50000E-06,-187.50000000E-03,+3.12500000000E+00
+6.55000E-06,-31.25000000E-03,+3.28125000000E+00
+6.60000E-06,-187.50000000E-03,+3.28125000000E+00
+6.65000E-06,-187.50000000E-03,+3.28125000000E+00
+6.70000E-06,-187.50000000E-03,+3.28125000000E+00
+6.75000E-06,-31.25000000E-03,+3.28125000000E+00
+6.80000E-06,-187.50000000E-03,+3.28125000000E+00
+6.85000E-06,-187.50000000E-03,+3.28125000000E+00
+6.90000E-06,-187.50000000E-03,+3.28125000000E+00
+6.95000E-06,-31.25000000E-03,+3.28125000000E+00
+7.00000E-06,-187.50000000E-03,+3.28125000000E+00
+7.05000E-06,-31.25000000E-03,+3.28125000000E+00
+7.10000E-06,-31.25000000E-03,+3.28125000000E+00
+7.15000E-06,-31.25000000E-03,+3.28125000000E+00
+7.20000E-06,-31.25000000E-03,+3.28125000000E+00
+7.25000E-06,-187.50000000E-03,+3.28125000000E+00
+7.30000E-06,-187.50000000E-03,+3.28125000000E+00
+7.35000E-06,-31.25000000E-03,+3.28125000000E+00
+7.40000E-06,-187.50000000E-03,+3.28125000000E+00
+7.45000E-06,-31.25000000E-03,+3.28125000000E+00
+7.50000E-06,-187.50000000E-03,+3.28125000000E+00
+7.55000E-06,-187.50000000E-03,+3.28125000000E+00
+7.60000E-06,-187.50000000E-03,+3.28125000000E+00
+7.65000E-06,-187.50000000E-03,+3.28125000000E+00
+7.70000E-06,-187.50000000E-03,+3.28125000000E+00
+7.75000E-06,-31.25000000E-03,+3.28125000000E+00
+7.80000E-06,-187.50000000E-03,+3.28125000000E+00
+7.85000E-06,-187.50000000E-03,+3.28125000000E+00
+7.90000E-06,-187.50000000E-03,+3.28125000000E+00
+7.95000E-06,-31.25000000E-03,+3.28125000000E+00
+8.00000E-06,-187.50000000E-03,+3.28125000000E+00
+8.05000E-06,-31.25000000E-03,+3.12500000000E+00
+8.10000E-06,-187.50000000E-03,+3.28125000000E+00
+8.15000E-06,-31.25000000E-03,+3.28125000000E+00
+8.20000E-06,-187.50000000E-03,+3.28125000000E+00
+8.25000E-06,-187.50000000E-03,+3.28125000000E+00
+8.30000E-06,+750.00000000E-03,+3.12500000000E+00
+8.35000E-06,+4.81250000000E+00,+3.28125000000E+00
+8.40000E-06,+4.81250000000E+00,+3.28125000000E+00
+8.45000E-06,+4.81250000000E+00,+3.28125000000E+00
+8.50000E-06,+4.81250000000E+00,+3.12500000000E+00
+8.55000E-06,+4.65625000000E+00,+3.12500000000E+00
+8.60000E-06,+4.81250000000E+00,+3.12500000000E+00
+8.65000E-06,+4.65625000000E+00,+3.12500000000E+00
+8.70000E-06,+4.81250000000E+00,+3.28125000000E+00
+8.75000E-06,+4.81250000000E+00,+3.12500000000E+00
+8.80000E-06,+4.81250000000E+00,+3.28125000000E+00
+8.85000E-06,+4.81250000000E+00,+3.12500000000E+00
+8.90000E-06,+4.81250000000E+00,+3.12500000000E+00
+8.95000E-06,+4.81250000000E+00,+3.28125000000E+00
+9.00000E-06,+4.81250000000E+00,+2.96875000000E+00
+9.05000E-06,+4.81250000000E+00,+2.34375000000E+00
+9.10000E-06,+4.81250000000E+00,+1.56250000000E+00
+9.15000E-06,+4.81250000000E+00,+937.50000000E-03
+9.20000E-06,+4.96875000000E+00,+468.75000000E-03
+9.25000E-06,+4.81250000000E+00,+312.50000000E-03
+9.30000E-06,+4.81250000000E+00,+468.75000000E-03
+9.35000E-06,+4.65625000000E+00,+1.25000000000E+00
+9.40000E-06,+4.81250000000E+00,+625.00000000E-03
+9.45000E-06,+4.81250000000E+00,+312.50000000E-03
+9.50000E-06,+4.81250000000E+00,+312.50000000E-03
+9.55000E-06,+4.81250000000E+00,+312.50000000E-03
+9.60000E-06,+4.96875000000E+00,+312.50000000E-03
+9.65000E-06,+4.81250000000E+00,+312.50000000E-03
+9.70000E-06,+4.81250000000E+00,+468.75000000E-03
+9.75000E-06,+4.81250000000E+00,+312.50000000E-03
+9.80000E-06,+4.81250000000E+00,+312.50000000E-03
+9.85000E-06,+4.81250000000E+00,+312.50000000E-03
+9.90000E-06,+4.81250000000E+00,+312.50000000E-03
+9.95000E-06,+4.81250000000E+00,+312.50000000E-03
+10.00000E-06,+4.81250000000E+00,+312.50000000E-03
+10.05000E-06,+4.81250000000E+00,+312.50000000E-03
+10.10000E-06,+4.81250000000E+00,+312.50000000E-03
+10.15000E-06,+4.81250000000E+00,+312.50000000E-03
+10.20000E-06,+4.96875000000E+00,+312.50000000E-03
+10.25000E-06,+4.81250000000E+00,+312.50000000E-03
+10.30000E-06,+4.81250000000E+00,+468.75000000E-03
+10.35000E-06,+4.65625000000E+00,+468.75000000E-03
+10.40000E-06,+4.81250000000E+00,+312.50000000E-03
+10.45000E-06,+4.81250000000E+00,+468.75000000E-03
+10.50000E-06,+4.81250000000E+00,+468.75000000E-03
+10.55000E-06,+4.81250000000E+00,+312.50000000E-03
+10.60000E-06,+4.81250000000E+00,+312.50000000E-03
+10.65000E-06,+4.81250000000E+00,+312.50000000E-03
+10.70000E-06,+4.96875000000E+00,+468.75000000E-03
+10.75000E-06,+4.81250000000E+00,+312.50000000E-03
+10.80000E-06,+4.81250000000E+00,+312.50000000E-03
+10.85000E-06,+4.81250000000E+00,+312.50000000E-03
+10.90000E-06,+4.96875000000E+00,+312.50000000E-03
+10.95000E-06,+4.81250000000E+00,+312.50000000E-03
